Due Date:,Title:,HTML:,Owner:,Location:,Scope:,Relevant,Checked,Completed
2/8/2018,['Community Outreach Specialist for NCTCOG Area Agency on Aging'],http://www.texasbids.net/bid_opportunities/2018/01/12/8345618-Community_Outreach_Specialist_for_NCTCOG_Area_Agency_on_Aging.html,['North Central Texas Council of Governments'],"['United States, TX']"," To provide Community Outreach Specialistservices for NCTCOG Area Agency on Aging (NCTAAA). This is a contracted position in which theideal Contractor would provide and coordinate outreach and education events, including grouppresentations, health fai... ",,X,
2/8/2018,['Shaw Road Improvement Project '],http://www.washingtonbids.com/bid_opportunities/2018/01/13/8348649-Shaw_Road_Improvement_Project_.html,"['Puyallup, City of']","['United States, WA']"," Reconstruction of road using pervious concrete, and will include two travel lanes, a two-way left turn lane, traffic islands, landscaped buffer, pervious concrete sidewalk on one side, a porous HMA shared use path on one side, pedestrian crossing sys... ",,X,
2/8/2018,['Burnett County Emergency Response Mapbook'],http://www.wisconsinbids.com/bid_opportunities/2018/01/12/8345638-Burnett_County_Emergency_Response_Mapbook.html,"['Wisconsin Dept.of Natural Resources, Central Office']","['United States, WI']"," Creation of a Burnett County Emergency Response Mapbook (the Mapbook). The top priority of these books is to provide assistance to emergency responders when pre-planning, training for and responding to a variety of all hazard emergency situations. Th... ",,X,
2/8/2018,"['Phase 9, Cell 2 Liner and Stage 4 Final Cover Construction']",http://www.wisconsinbids.com/bid_opportunities/2018/01/17/8355005-Phase_9__Cell_2_Liner_and_Stage_4_Final_Cover_Construction.html,"['Dane County Public Works, Highway and Transportation Dept.']","['United States, WI']"," Construction services for Phase 9, Cell 2 Liner and Stage 4 Final Cap Construction. Approx. 1 LS Mobilization; 1 LS Surveying; 4,000 LF Sediment Control Fence; 3,000 LF Sediment Control Fence with Erosion Logs; 2 ea Stone Weepers at Culvert Outlets; ... ",,X,
2/9/2018,['Internal Connections -  Hazen School District'],http://www.arkansasbids.com/bid_opportunities/2018/01/15/8351610-Internal_Connections____Hazen_School_District.html,['Hazen Sch Dist'],"['United States, AR']"," Installation and configuration of Cisco router, switch, and web filter. ",,X,
2/9/2018,['Phlebotomy Service to Obtain Blood Evidence'],http://www.californiabids.com/bid_opportunities/2018/01/16/8352295-Phlebotomy_Service_to_Obtain_Blood_Evidence.html,['San Francisco Police Dept.'],"['United States, CA']", A qualified contractor to provide blood draw services to collect forensic biological evidence. The contract shall have an original term of two years.  ,,X,
2/9/2018,['North Hollywood To Pasadena Brt'],http://www.californiabids.com/bid_opportunities/2018/01/02/8322678-North_Hollywood_To_Pasadena_Brt.html,['Los Angeles County Metropolitan Transportation Authority (MTA)'],"['United States, CA']"," Planning, Urban Design, Engineering and Environmental Clearance. Corridor Technical Study (Technical Study) and will be tasked with completing an Alternative Analysis including conceptual engineering, ridership forecasting, and recommending a Propose... ",,X,
2/9/2018,['EIR & Mitigation Monitoring Program for Dignity Health North State Pavilion'],http://www.californiabids.com/bid_opportunities/2018/01/12/8344809-EIR___Mitigation_Monitoring_Program_for_Dignity_Health_North_State_Pavilion.html,"['Redding, City of']","['United States, CA']", Qualified consulting firms for the preparation of an environmental impact report (EIR) on a use permit application known as the dignity health north state pavilion.  ,,X,
2/9/2018,['City ID Card Enrollment and Issuance System'],http://www.californiabids.com/bid_opportunities/2017/12/18/8288972-City_ID_Card_Enrollment_and_Issuance_System.html,"['San Francisco, City and County Of']","['United States, CA']"," Hardware, software, supplies professional services, and other deliverables for municipal ID program registration, management and production. ",,X,
2/9/2018,['RFP - Pre-Apprenticeship Construction Training Program'],http://www.californiabids.com/bid_opportunities/2017/12/25/8306668-RFP___Pre_Apprenticeship_Construction_Training_Program.html,['Contra Costa County Employment & Human Services Dept.'],"['United States, CA']", Provide pre-apprenticeship construction training program targeting low-income individuals with barriers to employment in county under the workforce innovation and opportunity act (WIOA) with county employment and human services department (EHSD). Suc... ,,X,
2/9/2018,['RFP - Grazing Services for Vegetation Management'],http://www.californiabids.com/bid_opportunities/2017/12/26/8307704-RFP___Grazing_Services_for_Vegetation_Management.html,['Alameda County Public Works Agency'],"['United States, CA']", Grazing services for vegetation management. ,,X,
2/9/2018,['Saugus Union School District Internet '],http://www.californiabids.com/bid_opportunities/2018/01/16/8352820-Saugus_Union_School_District_Internet_.html,['Saugus Union School District'],"['United States, CA']", The Owner currently receives access to the World Wide Web at 20Mbps (or Higher). It is expected that all schools within the Owner connect to the Owner Office and then are connected to the Web via the Owner office. It is anticipated that all staff and... ,,X,
2/9/2018,['Analytical Services for the Identification of Macr-Invertebrate and Diatopm Samples for the CT DEEP'],http://www.connecticutbids.com/bid_opportunities/2018/01/10/8339916-Analytical_Services_for_the_Identification_of_Macr_Invertebrate_and_Diatopm_Samples_for_the_CT_DEEP.html,['Connecticut Dept. of Administrative Services'],"['United States, CT']", Provision of analytical services for the identification of macro-invertebrate and diatom samples for the Connecticut Department of Energy and Environmental Protection (DEEP). ,,X,
2/9/2018,['Oak Bluff Pond Dry Hydrant'],http://www.connecticutbids.com/bid_opportunities/2018/01/20/8364646-Oak_Bluff_Pond_Dry_Hydrant.html,"['Avon, Town of']","['United States, CT']"," Included is construction of a paved fire truck pull-off area, dewatering the pond, preparing a foundation area for the piping, installation of the dry hydrant piping and appurtenances and restoration of the areas. ",,X,
2/9/2018,['DoD Accelerating Innovation in Military Medicine Research Award'],http://www.dcbids.net/bid_opportunities/2017/11/22/8223846-DoD_Accelerating_Innovation_in_Military_Medicine_Research_Award.html,['U S Dept of the Army'],"['United States, DC']", The Accelerating Innovation in Military Medicine (AIMM)Research Award is intended to support highly creative and conceptually innovative high-risk research with the potential to accelerate critical discoveries or major advancements that will signific... ,,X,
2/9/2018,['Northside Sewer Replacement'],http://www.floridabids.net/bid_opportunities/2018/01/03/8246354-Northside_Sewer_Replacement.html,"['Webster, Town of']","['United States, FL']"," Constructing approx 2,300 LF of 8"" PVC gravity sewer; 11 manholes; 630 LF of 4"" PVC force main; a duplex submersible pump station,sewer laterals, a duplex grinder pump station, 450 LF of 2"" PVC and HDPE force main, and associated restoration. ",,X,
2/9/2018,['I-95 at Airways Ave/Pooler Pkwy Interchang'],http://www.georgiabids.net/bid_opportunities/2018/01/13/8348515-I_95_at_Airways_Ave_Pooler_Pkwy_Interchang.html,['Chatham County-Savannah Metropolitan Planning Commission'],"['United States, GA']"," To develop a detailed analysis of the I-95  at  Airways  Avenue/Pooler  Parkway  interchange including updated counts and projections, preliminary environmental screening, crash analysis and an alternatives analysis to providedirection and timing for... ",,X,
2/9/2018,['I-16 at Little Neck Rd/Jimmy DeLoach Pkwy'],http://www.georgiabids.net/bid_opportunities/2018/01/13/8348507-I_16_at_Little_Neck_Rd_Jimmy_DeLoach_Pkwy.html,['Chatham County-Savannah Metropolitan Planning Commission'],"['United States, GA']"," To develop a detailed analysis of the I-16 at Little Neck Road/Jimmy DeLoach Parkway interchange including updated counts and projections, preliminary environmental screening, crash analysis and an alternatives analysis to provide direction and timin... ",,X,
2/9/2018,['I-95 at Airways Avenue/Pooler Parkway Interchange Study '],http://www.georgiabids.net/bid_opportunities/2018/01/16/8351966-I_95_at_Airways_Avenue_Pooler_Parkway_Interchange_Study_.html,['Chatham County-Savannah Metropolitan Planning Commission'],"['United States, GA']"," Develop a detailed analysis of the i-95 at airways avenue/pooler parkway interchange including updated counts and projections, preliminary environmental screening, crash analysis and an alternatives analysis to provide direction and timing for the re... ",,X,
2/9/2018,['City Center Utilities Relocation Construction Contract'],http://www.hawaiibids.net/bid_opportunities/2017/12/23/8303407-City_Center_Utilities_Relocation_Construction_Contract.html,['Honolulu Authority for Rapid Transportation (HART)'],"['United States, HI']"," Provide utility relocation construction services for a variety of utilities along with civil roadway construction. The work will include, but will not be limited to, permanent and temporary wet and dry utility relocation work which will include misce... ",,X,
2/9/2018,['Cardigan Park Improvement Project'],http://www.iowabids.com/bid_opportunities/2018/01/03/8324921-Cardigan_Park_Improvement_Project.html,"['Iowa City, City of']","['United States, IA']"," 856 SY of new concrete sidewalk; installation of one (1) new pre-manufactured park pavilion; installation of a masonry/steel ring kit; installation of metal benches and trash receptacles; as well as clearing and grubbing. Site work, grading, site res... ",,X,
2/9/2018,['Truck For Sale'],http://www.mainebids.com/bid_opportunities/2018/01/19/8362222-Truck_For_Sale.html,['Presque Isle Utilities Dist.'],"['United States, ME']", Sale of 1 - Used 2008 Ford F250 XL 4WD Supercab Pickup. The odometer has 112408 miles registered and is equipped as follows: 6.8 L V10 Gasoline Engine 5 Speed Automatic Transmission Trailer Tow Package Fisher V Snow Plow Eagle Lift Gate Kargo Master ... ,,X,
2/9/2018,['Watershed Protection Fund '],http://www.mainebids.com/bid_opportunities/2018/01/15/8351618-Watershed_Protection_Fund_.html,"['Windham, Town of']","['United States, ME']"," Funds can be used for protection or restoration of water bodies located within the Town. Preference will be given to non-profit organizations that are based in Windham, and for projects that promote sharing of equipment, knowledge and other resources... ",,X,
2/9/2018,['Enclave on Rush Creek Phase 3 - Rush Creek Stream Restoration'],http://www.minnesotabids.com/bid_opportunities/2018/01/19/8360692-Enclave_on_Rush_Creek_Phase_3___Rush_Creek_Stream_Restoration.html,"['Maple Grove, City of']","['United States, MN']"," Work includes approx 1,100 CY common excavation; 800 LF wood toe with coir wrapped soil lifts; 1 LS clearing and grubbing; 1 LS debris field removal; together with traffic control, erosion control, restoration. See outside link. ",,X,
2/9/2018,"['Western Energy Company Rosebud Mine Area B, AM5 Environmental Impact Statement']",http://www.montanabids.com/bid_opportunities/2018/01/16/8353264-Western_Energy_Company_Rosebud_Mine_Area_B__AM5_Environmental_Impact_Statement.html,"['Montana Dept. of Environmental Quality, Contracts and Purchasing Bureau']","['United States, MT']", The owner is seeking a third-party contractor to assist owner in preparing an Environmental Impact Statement (EIS) for an amendment application under the Montana Strip and Underground Mine Reclamation Act (MSUMRA) for the Rosebud Mine Area Boperating... ,,X,
2/9/2018,"[""RFP - City of Raleigh's Fiberoptic Cable Infrastructure (Outside Plant) Restoration and Maintenance (R&M) Services""]",http://www.northcarolinabids.com/bid_opportunities/2018/01/08/8336159-RFP___City_of_Raleigh_s_Fiberoptic_Cable_Infrastructure__Outside_Plant__Restoration_and_Maintenance__R_M__Services.html,['Raleigh City of - Purchasing'],"['United States, NC']", Restoration and Maintenance (R&M) services associated with aerial and/or underground fiber-optic cable infrastructure (collectively referred to as the “Outside Plant? ,,X,
